source_taxon_external_id,source_taxon_name,source_taxon_path,source_specimen_life_stage,interaction_type,target_taxon_external_id,target_taxon_name,target_taxon_path,target_specimen_life_stage,latitude,longitude,study_citation,study_source_citation
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:3091040,Bahiopsis laciniata,Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Bahiopsis | Bahiopsis laciniata,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,COL:JCD,Cichorioideae,Biota | Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Cichorioideae,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:3173338,Buddleja davidii,Plantae | Tracheophyta | Magnoliopsida | Lamiales | Scrophulariaceae | Buddleja | Buddleja davidii,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:2928356,Eriodictyon tomentosum,Plantae | Tracheophyta | Magnoliopsida | Boraginales | Namaceae | Eriodictyon | Eriodictyon tomentosum,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:3105782,Sonchus asper,Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Sonchus | Sonchus asper,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:3933415,Malva multiflora,Plantae | Tracheophyta | Magnoliopsida | Malvales | Malvaceae | Malva | Malva multiflora,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:3146888,Erigeron glaucus,Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Erigeron | Erigeron glaucus,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:2927811,Eriastrum densifolium,Plantae | Tracheophyta | Magnoliopsida | Ericales | Polemoniaceae | Eriastrum | Eriastrum densifolium,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:3151392,Symphyotrichum chilense,Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Symphyotrichum | Symphyotrichum chilense,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:2926546,Monardella odoratissima,Plantae | Tracheophyta | Magnoliopsida | Lamiales | Lamiaceae | Monardella | Monardella odoratissima,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:2925807,Heliotropium arborescens,Plantae | Tracheophyta | Magnoliopsida | Boraginales | Heliotropiaceae | Heliotropium | Heliotropium arborescens,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:5408087,Lobelia erinus,Plantae | Tracheophyta | Magnoliopsida | Asterales | Campanulaceae | Lobelia | Lobelia erinus,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:5386723,Acmella repens,Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Acmella | Acmella repens,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:3091038,Bahiopsis parishii,Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Bahiopsis | Bahiopsis parishii,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:3048831,Cakile maritima,Plantae | Tracheophyta | Magnoliopsida | Brassicales | Brassicaceae | Cakile | Cakile maritima,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:3109181,Bebbia juncea,Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Bebbia | Bebbia juncea,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:4235160,Senecio flaccidus douglasii,Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Senecio | Senecio flaccidus | Senecio flaccidus douglasii,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:2878586,Quercus kelloggii,Plantae | Tracheophyta | Magnoliopsida | Fagales | Fagaceae | Quercus | Quercus kelloggii,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:3146233,Grindelia hirsutula,Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Grindelia | Grindelia hirsutula,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:3129915,Baccharis sarothroides,Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Baccharis | Baccharis sarothroides,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:3103017,Ericameria nauseosa,Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Ericameria | Ericameria nauseosa,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:3188698,Cuphea hyssopifolia,Plantae | Tracheophyta | Magnoliopsida | Myrtales | Lythraceae | Cuphea | Cuphea hyssopifolia,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:2888740,Centranthus ruber,Plantae | Tracheophyta | Magnoliopsida | Dipsacales | Caprifoliaceae | Centranthus | Centranthus ruber,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:3112554,Cirsium,Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Cirsium,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:7627205,Glebionis coronaria,Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Glebionis | Glebionis coronaria,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:2925786,Heliotropium curassavicum,Plantae | Tracheophyta | Magnoliopsida | Boraginales | Heliotropiaceae | Heliotropium | Heliotropium curassavicum,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:8848598,Leucanthemum vulgare,Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Leucanthemum | Leucanthemum vulgare,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:5387293,Dimorphotheca ecklonis,Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Dimorphotheca | Dimorphotheca ecklonis,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,EOL:586696,Malva assurgentiflora,Life | Cellular Organisms | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superrosids | Rosids | Malvales | Malvaceae | Malva | Malva assurgentiflora,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:5537836,Angelica capitellata,Plantae | Tracheophyta | Magnoliopsida | Apiales | Apiaceae | Angelica | Angelica capitellata,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:2928808,Lycium,Plantae | Tracheophyta | Magnoliopsida | Solanales | Solanaceae | Lycium,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:2986127,Ribes cereum,Plantae | Tracheophyta | Magnoliopsida | Saxifragales | Grossulariaceae | Ribes | Ribes cereum,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:2925869,Amsinckia,Plantae | Tracheophyta | Magnoliopsida | Boraginales | Boraginaceae | Amsinckia,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:3118746,Encelia farinosa,Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Encelia | Encelia farinosa,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:7542255,Condea emoryi,Plantae | Tracheophyta | Magnoliopsida | Lamiales | Lamiaceae | Condea | Condea emoryi,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:3146588,Erigeron,Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Erigeron,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:3065,Asteraceae,Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:3084729,Claytonia,Plantae | Tracheophyta | Magnoliopsida | Caryophyllales | Montiaceae | Claytonia,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:5393839,Taraxacum,Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Taraxacum,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:3112801,Cirsium vulgare,Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Cirsium | Cirsium vulgare,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:3095122,Gaillardia,Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Gaillardia,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:2926986,Salvia mellifera,Plantae | Tracheophyta | Magnoliopsida | Lamiales | Lamiaceae | Salvia | Salvia mellifera,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:3112,Brassicaceae,Plantae | Tracheophyta | Magnoliopsida | Brassicales | Brassicaceae,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:2927302,Lavandula,Plantae | Tracheophyta | Magnoliopsida | Lamiales | Lamiaceae | Lavandula,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:3141855,Helminthotheca echioides,Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Helminthotheca | Helminthotheca echioides,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:3189813,Aesculus californica,Plantae | Tracheophyta | Magnoliopsida | Sapindales | Sapindaceae | Aesculus | Aesculus californica,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:3034922,Foeniculum vulgare,Plantae | Tracheophyta | Magnoliopsida | Apiales | Apiaceae | Foeniculum | Foeniculum vulgare,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:2888802,Scabiosa columbaria,Plantae | Tracheophyta | Magnoliopsida | Dipsacales | Caprifoliaceae | Scabiosa | Scabiosa columbaria,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:2882486,Arctostaphylos,Plantae | Tracheophyta | Magnoliopsida | Ericales | Ericaceae | Arctostaphylos,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:7551118,Echium candicans,Plantae | Tracheophyta | Magnoliopsida | Boraginales | Boraginaceae | Echium | Echium candicans,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,NCBI:219121,Cichorieae,root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida | Mesangiospermae | eudicotyledons | Gunneridae | Pentapetalae | asterids | campanulids | Asterales | Asteraceae | Cichorioideae | Cichorieae,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:3050595,Hirschfeldia incana,Plantae | Tracheophyta | Magnoliopsida | Brassicales | Brassicaceae | Hirschfeldia | Hirschfeldia incana,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:3147168,Erigeron karvinskianus,Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Erigeron | Erigeron karvinskianus,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:2855860,Allium schoenoprasum,Plantae | Tracheophyta | Liliopsida | Asparagales | Amaryllidaceae | Allium | Allium schoenoprasum,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:2965354,Medicago falcata,Plantae | Tracheophyta | Magnoliopsida | Fabales | Fabaceae | Medicago | Medicago falcata,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:2928390,Convolvulus arvensis,Plantae | Tracheophyta | Magnoliopsida | Solanales | Convolvulaceae | Convolvulus | Convolvulus arvensis,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:3093702,Hypochaeris radicata,Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Hypochaeris | Hypochaeris radicata,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:6685,Malvaceae,Plantae | Tracheophyta | Magnoliopsida | Malvales | Malvaceae,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:3039576,Salix,Plantae | Tracheophyta | Magnoliopsida | Malpighiales | Salicaceae | Salix,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:3935653,Fuertesimalva limensis,Plantae | Tracheophyta | Magnoliopsida | Malvales | Malvaceae | Fuertesimalva | Fuertesimalva limensis,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:7893492,Cleomella arborea,Plantae | Tracheophyta | Magnoliopsida | Brassicales | Cleomaceae | Cleomella | Cleomella arborea,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:5396560,Tithonia tubaeformis,Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Tithonia | Tithonia tubaeformis,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,COL:JCD,Cichorioideae,Biota | Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Cichorioideae,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:3129915,Baccharis sarothroides,Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Baccharis | Baccharis sarothroides,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:2874694,Tamarix,Plantae | Tracheophyta | Magnoliopsida | Caryophyllales | Tamaricaceae | Tamarix,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:3048831,Cakile maritima,Plantae | Tracheophyta | Magnoliopsida | Brassicales | Brassicaceae | Cakile | Cakile maritima,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:2888740,Centranthus ruber,Plantae | Tracheophyta | Magnoliopsida | Dipsacales | Caprifoliaceae | Centranthus | Centranthus ruber,NA,NA,NA,NA,NA
GBIF:5714369,Vanessa annabella,Animalia | Arthropoda | Insecta | Lepidoptera | Nymphalidae | Vanessa | Vanessa annabella,NA,visitsFlowersOf,GBIF:2925786,Heliotropium curassavicum,Plantae | Tracheophyta | Magnoliopsida | Boraginales | Heliotropiaceae | Heliotropium | Heliotropium curassavicum,NA,NA,NA,NA,NA
